,Growth,Discount,Risk_Premium
2006-07-01,1.9148299551732253,0.9257616371068351,-0.02665328714651337
2006-08-01,1.9765564144739542,0.8085737875554395,-0.14480905918246223
2006-09-01,2.0234547887609393,0.7176932627149993,-0.23738837469130045
2006-10-01,2.009049076656892,0.7273095493080713,-0.21208624678595603
2006-11-01,1.9855135841619127,0.6341451318490595,-0.25694418211070347
2006-12-01,1.9379108472873707,0.6042436240614812,-0.2412130746546153
2007-01-01,1.937533798379965,0.7341769054665963,-0.15082614557435822
2007-02-01,1.9289992531344127,0.7167765839175955,-0.15048939694853397
2007-03-01,1.8829504868842613,0.5799419060647238,-0.22557401343635855
2007-04-01,1.796306050505174,0.6627785379570498,-0.09064284677975762
2007-05-01,1.7459518611797253,0.7112637651995649,-0.007500660345136051
2007-06-01,1.7989677485453106,0.9642066871815104,0.12862978601664643
2007-07-01,1.8115872877089625,0.923422208616132,0.10651275285903544
2007-08-01,1.8533433779411863,0.7020568705790045,-0.08147546575808245
2007-09-01,1.9134797198004663,0.6561246943412665,-0.12402054561327584
2007-10-01,1.9482305876862203,0.717993676689426,-0.06586375844169312
