,beta_growth,beta_discount,beta_risk_premium,P_trace
1995-07-01,0.015940256223215724,0.01504143923898158,-0.0017797453698289117,0.05292703343252201
1995-08-01,0.018658123567119527,0.018480180688189424,0.0014102185752620938,0.05023055566708498
1995-09-01,0.017554728660632964,0.017638850841765922,-0.0016820702471287512,0.05179004705986815
1995-10-01,0.017767888567131532,0.017443409009355478,-0.0014701123223217136,0.0513393585265312
1995-11-01,0.017786229271777233,0.016852330050185348,-0.0017878083762050971,0.049231015047591496
1995-12-01,0.01592634629680236,0.014936523255829639,-0.007092066269814663,0.050880618590429125
1996-01-01,0.01848186587579441,0.010095876746303793,-0.001847830588892348,0.05149086096767977
1996-02-01,0.018112519206486148,0.009956999590993793,-0.002193059738621733,0.05179988032931027
1996-03-01,0.02110540080004084,0.01052230484831203,0.002091219029962228,0.05321376760681684
1996-04-01,0.017965095227580413,0.012708187433049587,0.0002990900704348976,0.05121996289475892
1996-05-01,0.014688964861328386,0.016685232666321874,0.004645917634102345,0.05151620695545194
1996-06-01,0.014640013704527478,0.01588680734947744,0.005277826944716472,0.05214084018624563
1996-07-01,0.014894434319362007,0.014587839209741502,0.0035848197496294158,0.05340100523330547
1996-08-01,0.028012949210573117,0.021147662652927324,-0.00443652379751858,0.0525480778105476
1996-09-01,0.02981173893347995,0.019141940460608353,-0.008137856492218721,0.05405101486709224
1996-10-01,0.02817895838724828,0.015823678826387837,-0.006361908646799852,0.053079877978015784
1996-11-01,0.028292562395214903,0.016015278834929533,-0.005356970572749606,0.054963178562331544
1996-12-01,0.028484548508098707,0.01632344002611643,-0.004899476163216414,0.056066958463475286
1997-01-01,0.02574445606932265,0.008968660796442587,-0.00166937993645804,0.05457989242479376
1997-02-01,0.018186546472715313,0.011158305928319207,0.007402790488396078,0.055912701138951255
1997-03-01,0.0199845229544633,0.008900371197454711,0.0021507617334311753,0.05756644249464069
1997-04-01,0.027672286834482904,0.018906738805079752,-0.0028233908147791637,0.05674159462115194
1997-05-01,0.02605821489044699,-0.006297625276394509,-0.01921992023825361,0.05484468278097911
1997-06-01,0.01841733333527844,-0.0033846983114846907,-0.00870722148226286,0.056468690623394574
1997-07-01,0.014139836972864445,-0.010103731797682387,-0.003669410149140715,0.05693385029228324
1997-08-01,0.015759442341326785,-0.009010839628204155,0.0023605768873974486,0.05866039212134586
1997-09-01,0.016926480190712367,-0.008862794134466499,0.004493697539614295,0.06008636144876219
1997-10-01,0.01718709853415821,-0.009586226159848173,0.003295484503346589,0.06165535267858772
1997-11-01,0.018578442174419386,-0.0071395251609963975,0.004995564984647831,0.060336696126079475
1997-12-01,0.030245995936840662,-0.008010734195334572,-0.0009210836262912017,0.06009463260252517
1998-01-01,0.03132327652215434,-0.01040403988749712,-0.0036802850830826095,0.06156005476609889
1998-02-01,0.03195347053947463,-0.012485430161613959,-0.00709209338541225,0.06335314113089614
1998-03-01,0.024733607541290042,-0.016569098619079202,-0.00035702598308377277,0.06419814338596583
1998-04-01,0.021533459317285335,-0.020503202729100296,0.005494072628994844,0.06553643857383269
1998-05-01,0.020306691374633395,-0.018877299710193647,0.003287658996725154,0.06609388162146215
1998-06-01,0.02688747181189967,-0.025738282428073044,0.010591965732641232,0.06556790213539666
1998-07-01,0.028459518506798277,-0.02949570233428625,0.01591090476184809,0.06695752887200455
1998-08-01,0.026402921241041294,-0.030296423861409384,0.019559733463798593,0.06877508965594238
1998-09-01,0.03982453238149088,0.028996733343603413,0.011481164365868329,0.06107399312322796
1998-10-01,0.030629180197565567,0.049429737659708387,0.004835532706241683,0.05979634596594916
1998-11-01,0.050034172296302276,0.03019629653382058,-0.010683602417371357,0.0560353191715231
1998-12-01,0.06913640985319078,0.027444438680501688,0.004715519203834078,0.05529987728179754
1999-01-01,0.06866712148420066,0.027263276355803702,0.004274194801534721,0.054646532139247986
1999-02-01,0.06921880157563076,0.02516999160027017,0.00639844302501092,0.05603442164765708
1999-03-01,0.0692092596899447,0.02510102266366482,0.00668678273113147,0.05802559699641531
1999-04-01,0.0711877649402535,0.02554842014732789,0.008472255610602915,0.0579420152086033
1999-05-01,0.0692116808067067,0.02521784634179556,0.0101255645187577,0.058863295180163734
1999-06-01,0.06971031307054938,0.023274256091398764,0.014691109405929813,0.06078044363721495
1999-07-01,0.06859653866724033,0.021859125915559236,0.016371306952490117,0.06227975823300066
1999-08-01,0.07247241709131866,0.02449373578466925,0.02052669899778351,0.06174110594427312
1999-09-01,0.07576027082038818,0.03680167355254058,0.012857707583499741,0.06253934201307201
1999-10-01,0.07975451840224772,0.03761872307659978,0.010847062715188746,0.06207218488131136
1999-11-01,0.06993410100125394,0.03421223138379321,0.0024495087652415502,0.06115821179865996
1999-12-01,0.059417515373212326,-0.0010692461778891924,0.00944614967374914,0.0587931111175853
2000-01-01,0.05910347336147096,-0.0006217586774071265,0.009919908344914912,0.05788151789837654
2000-02-01,0.05935943540566085,-0.0011194100827753323,0.007621302495838462,0.059698320388207354
2000-03-01,0.057385235653574534,-0.0029992920631439976,0.0055141270934330605,0.058608959403642365
2000-04-01,0.05273363098070391,-0.006815683390543362,0.007905929838158212,0.057508032045203133
2000-05-01,0.047436414033379955,-0.0073462200946781365,0.0051879948142577285,0.053594033638755596
2000-06-01,0.05214005319734483,-0.006193754374007774,0.003029355935323655,0.052298545699233714
2000-07-01,0.05438797129928261,-0.0031994496562955223,0.007405567587613416,0.053014069711382186
2000-08-01,0.06164193180635541,-0.0017923094008256972,0.010376074786452437,0.04833398094008096
2000-09-01,0.06305809429443174,-0.004016690829506736,0.013536956080474234,0.04975708352149765
2000-10-01,0.06537180467155011,-0.009200189494223202,0.016564849911575242,0.04949358911063309
2000-11-01,0.06288578981763998,0.0012846907681445616,0.012769127986499377,0.04859659420386031
2000-12-01,0.06281595134416985,0.001183405298104133,0.014145930324573222,0.05056585304981571
2001-01-01,0.0749756322505657,-0.0073438002016743996,0.016519913731457787,0.04560555508819623
2001-02-01,0.0757772695747322,-0.009258828838104203,0.017339023618822082,0.04639800966733048
2001-03-01,0.07126788140101324,0.012566799745005039,0.016141369034492283,0.04527844444550894
2001-04-01,0.06560254387606748,0.030264527496065487,0.0181099271281993,0.04384569876784198
2001-05-01,0.04812963819283397,0.003104206776655887,0.010381677216772488,0.040410568090541284
2001-06-01,0.07115610541229449,-0.008241158535480011,0.007463675996070834,0.035300295824158945
2001-07-01,0.08296037429760139,-0.011571205485846404,0.006717727537963296,0.02988430758689674
2001-08-01,0.08277585165942106,-0.011794399492836245,0.006660072788122276,0.02871933133324456
2001-09-01,0.07168505366401635,0.0013105173723204095,0.012299397812822351,0.02946420692260019
2001-10-01,0.06406607600895328,0.01942978300008004,0.021258954712540738,0.03075080839016002
2001-11-01,0.06593435020451928,0.016207160547053595,0.01992054720312162,0.03224598827735577
2001-12-01,0.07412114756526977,0.010974816015386673,0.01745100252692109,0.03276195247701985
2002-01-01,0.06859212098473934,0.015778258861963258,0.017386650245389844,0.0342398927886605
2002-02-01,0.06511180015005583,0.017635011837975414,0.01090181131072538,0.033197499669079984
2002-03-01,0.06281617758593898,0.019571138295568394,0.010170611482108544,0.034871660483529736
2002-04-01,0.06997716143027136,0.017640272193539065,0.013123707424144999,0.03546622796381762
2002-05-01,0.07128736253694115,0.012529608063598156,0.01721858126529507,0.037310429496261566
2002-06-01,0.06468706830720211,0.014452793259046168,0.012271129032298312,0.038348073472056064
2002-07-01,0.06424854991319663,0.013297260398794381,0.01325667987545931,0.03948652368596993
2002-08-01,0.05813447465022315,0.0190691750457499,0.006023724368425902,0.04129114941259021
2002-09-01,0.05266009972153097,0.02093266475424587,-0.0023465799941400616,0.042450948640834
2002-10-01,0.053665615903355904,0.022554381846142245,-0.0031883490949924766,0.04276478528856681
2002-11-01,0.048977056005428815,0.018008404491540307,-0.0007733993839968501,0.04127028657223589
2002-12-01,0.025974849637949184,-0.0009047792109671965,0.012520610477899551,0.04034707537322558
2003-01-01,0.020764106355220264,-0.0035402858163286815,0.013501254360707548,0.03521534554446504
2003-02-01,0.022428167665896673,0.00024256373202385245,0.013163284039257837,0.036850893610919616
2003-03-01,0.03258374104421449,0.0108658831482851,0.013261460595300074,0.037726829483112304
2003-04-01,0.032699895383653955,0.013989328384134705,0.0011511224557839688,0.038245322898705636
2003-05-01,0.032839868770308665,0.011149093750448761,0.005025140005658316,0.039992658124052005
2003-06-01,0.03397886471852834,0.005352168630176636,0.007320404858339095,0.04192438492543164
2003-07-01,0.025904050352103317,-0.0005741715086826603,0.007394183698877522,0.04207014638553516
2003-08-01,0.026225992726049047,-0.00029907049206599117,0.007063495324912215,0.043540670906564605
2003-09-01,0.025497105647021255,0.0014884460965699886,0.00481206846961252,0.04512705686563995
2003-10-01,0.024646544284162762,0.002240094705305082,0.002764188358560822,0.045899888671657445
2003-11-01,0.02639547847060983,0.0033719043073119105,0.0016073114177589806,0.047010353225170054
2003-12-01,0.026422079588230517,0.003500871917415772,-0.00017567808133326268,0.04718023847280854
2004-01-01,0.02646165806325407,0.0011042187503558943,0.004992591165021616,0.04882399206155116
2004-02-01,0.0291649496175335,0.0009908312460910713,0.009477671786851457,0.04794441600893877
2004-03-01,0.019103594790688194,0.001032090058481603,0.017804782449079543,0.046117245533268125
2004-04-01,0.021420002005948614,0.00186671865152498,0.011988568528707949,0.047335358101906165
2004-05-01,0.021823550925020252,0.002792591390618524,0.016336827498791586,0.046754879732076676
2004-06-01,0.01609801333655267,0.0028620633648741506,0.017630033625120386,0.039586234951485055
2004-07-01,0.01597347724225487,0.002916547360897958,0.017810395520079625,0.039547997292124076
2004-08-01,0.016869346774451337,2.880542267641147e-05,0.011291688545917344,0.038167256340149565
2004-09-01,0.023314141491526837,0.003269892722735729,0.0112372431623428,0.03811423654138461
2004-10-01,0.023373107988365623,0.0020952630548761626,0.0073522850990433075,0.03796882493626309
2004-11-01,0.02304086501609992,0.001990323022551781,0.00862435148223831,0.03969284241498463
2004-12-01,0.022736180164460117,0.0016840631318868113,0.011809017154673461,0.04138270757810653
2005-01-01,0.0229891412123595,0.003714955003550321,0.015140154375663687,0.0397523063278809
2005-02-01,0.023079101549777593,0.0037496747153546624,0.015518238174472532,0.04102412612425192
2005-03-01,0.020923528057488955,0.002133889431707196,0.012382201787650628,0.03950666608401033
2005-04-01,0.015652241865106494,0.0015106445474325427,0.006666039193788722,0.039942662690419475
2005-05-01,0.01336030619096153,-0.007782576648558795,-0.0026550790672877885,0.03944795345269962
2005-06-01,0.013477540956888696,-0.007902616868529392,-0.002516626906874693,0.04063579253742647
2005-07-01,0.012533200658058487,-0.007126335679627692,0.0008540611776455989,0.04232286415645033
2005-08-01,0.019407133618740528,-0.0106473069198259,0.005739325547871547,0.04294080147143356
2005-09-01,0.019634663623205702,-0.013835216181901604,0.0012116562942582005,0.04398709660700465
2005-10-01,0.02074836746386956,-0.013821844658619924,0.0007104888085840956,0.03990045036278789
2005-11-01,0.02365139349982568,-0.01681911324672485,-0.004580937921732049,0.0410834758043267
2005-12-01,0.010971623422415049,-0.02625602197264424,-0.0032986153809838673,0.035928489118446594
2006-01-01,0.011542421162641222,-0.02660823604114734,-0.002690302224734327,0.035728359938687095
2006-02-01,0.010812354432133442,-0.022025144992542104,0.0010939522823988704,0.034622469366307994
2006-03-01,0.011424310115201886,-0.021453013349187876,0.002808612638760026,0.036209334522950117
2006-04-01,0.005408626037867887,-0.01569301335040768,0.009449017213119875,0.036541010364971746
2006-05-01,0.0051757761916689385,-0.015617414634334394,0.009963880131570704,0.038381019629424314
2006-06-01,0.007505577895781506,-0.01815457736127795,0.006421558843899914,0.03957303103087223
2006-07-01,-0.001742154818129997,-0.013629410639816247,-0.0017516407780486607,0.0394789138733901
2006-08-01,-0.0040992294288665476,-0.010512918256330642,-0.006673520381654433,0.040894881680484614
2006-09-01,-0.004317738169967837,-0.01039852683406163,-0.006789586047946226,0.03977963723831286
2006-10-01,-0.004222389888257857,-0.010601767519905837,-0.006594087505188029,0.04094771541918915
2006-11-01,0.0023825223760678286,-0.012347651133652,-0.0034906445958651443,0.041101512614943284
2006-12-01,0.0016671356737155824,-0.012806177942695163,-0.0022074422398149374,0.04228426512600927
2007-01-01,-0.0010132808717050036,-0.017428562865715765,0.004193471596163811,0.043622576134060176
2007-02-01,-0.001336488894509994,-0.012441313222215328,0.00026237202288968177,0.044760937170094384
2007-03-01,-0.005883957922895831,-0.012423051773613789,-0.0007633357572272689,0.04165073776312552
2007-04-01,-0.003382332494617357,-0.008577854469756322,-0.006658785796858711,0.04281458448264514
2007-05-01,0.004849636186027819,-0.01471803456581153,-0.007530018801221383,0.03534338199851408
2007-06-01,0.014814545031507418,-0.026890183333463505,-0.003309226815278751,0.03631854935132824
2007-07-01,0.0069143742041572216,-0.022105430272317587,-0.0015018622942871338,0.035937792076100525
2007-08-01,0.004693992812847595,-0.021997357136308404,-0.004656403766074362,0.037829825838260236
2007-09-01,0.004805238281426167,-0.022122617629311704,-0.004534379555619466,0.039621667122774214
2007-10-01,0.005666976623190879,-0.02493719769561932,-0.0038102670434038205,0.039842134309629615
2007-11-01,0.017144887665337425,-0.043654517782476476,-0.010553374649639596,0.03780435149411202
2007-12-01,0.01169163718717587,-0.03995097886928114,-0.009893722226453247,0.039227989661875545
2008-01-01,0.012952546703508455,-0.04456170324472067,-0.003252964304892735,0.0403490798020395
2008-02-01,-0.008991947540455583,-0.030916143111651355,0.01262886390498751,0.03947903291614126
2008-03-01,-0.013956341194177565,-0.0218831857345364,0.015734329777519443,0.03996794674578203
2008-04-01,-0.01342523718121729,-0.024509067915195495,0.014932042688526314,0.03891499033404189
2008-05-01,-0.012478879183283133,-0.04429449404122476,0.016686508872828475,0.03845468240650521
2008-06-01,-0.012480850213027889,-0.041831664818178065,0.017251546431955395,0.037088725798700865
2008-07-01,-0.01101179934449575,-0.035193873383243104,0.016280985453900852,0.03501161670033724
2008-08-01,-0.018210761693133237,-0.06096137106703299,0.01475064632080509,0.03308953485906224
2008-09-01,-0.019629237353382678,-0.07268101590720129,0.009652466353175675,0.0326860553826903
2008-10-01,-0.017195882122032678,-0.060803690781538744,0.009532626743847573,0.03337038614557099
2008-11-01,0.013693994293028033,-0.03378569700161595,-0.03135141113990536,0.025540344661770447
2008-12-01,-0.004709576869667879,-0.036502719307211474,-0.013062583344560511,0.022736341318803463
2009-01-01,-0.002939823539225053,-0.032929886192434504,-0.011798562320119294,0.021535824805126443
2009-02-01,0.012870085090546156,-0.01395465892128267,-0.0038468407806942894,0.021139605780373515
2009-03-01,0.02172598253823335,-0.010728663012229231,-0.0072578136039343575,0.022327282055827277
2009-04-01,0.024087910523239643,-0.009958411189080129,-0.008801235100562441,0.02402396992062309
2009-05-01,0.019561937074254663,-0.01665495822500865,-0.010140946829164546,0.025068234998702664
2009-06-01,0.019630115977490474,-0.01659488689457171,-0.010154190343488119,0.026841898857383167
2009-07-01,0.019794835727762517,-0.016428686723784686,-0.010222516656899066,0.028766545219572462
2009-08-01,0.018785268500132568,-0.016578650096981964,-0.008565199539891998,0.03016918905399605
2009-09-01,0.016980275452572257,-0.018829482777109448,-0.0074246784497826275,0.032124455022163434
2009-10-01,0.017864619237118868,-0.015245934480062215,-0.006143317853857996,0.032055828990171537
2009-11-01,0.018172933925333604,-0.013809439631592946,-0.006008330759535062,0.03343547860944793
2009-12-01,0.01725570589401492,-0.016175265837898897,-0.005692553560420736,0.03530576636185714
2010-01-01,0.017761427635493536,-0.015730879672817003,-0.006944146320456051,0.03667467526692331
2010-02-01,0.01751625007723212,-0.01539591641712794,-0.004996310697746126,0.03426412382702859
2010-03-01,0.016792878232351666,-0.01560255583577577,-0.00034990945561787397,0.03513721472716114
2010-04-01,0.017772063650779824,-0.015455674318472768,0.01204500817339768,0.03534752837754364
2010-05-01,0.01820391390599321,-0.012573768011723043,0.019399216964139362,0.03390962883479483
2010-06-01,0.017636943810733642,-0.018245371095012,0.013586198301380858,0.02986184284342755
2010-07-01,0.01717358666723036,-0.02023259528795338,0.011867498197113784,0.02988986747081243
2010-08-01,0.015155200255493379,-0.020784555514711166,0.0072358472487286905,0.031071909926768688
2010-09-01,0.015069627858934998,-0.020869386527799502,0.004772959065747777,0.03290447186677262
2010-10-01,0.015030789638763725,-0.020754856490895406,0.00306577786083094,0.03470709808502073
2010-11-01,0.01503012592795916,-0.02075561085495694,0.003077676847535477,0.036585321139057825
2010-12-01,0.01522657497445866,-0.020669162849495878,0.0017558376130505555,0.038514059222621355
2011-01-01,0.018256339860233856,-0.020737119783551364,0.00630774222970886,0.03920186743290636
2011-02-01,0.017949116510543945,-0.020717377352707293,0.007478729890022174,0.04118514436986273
2011-03-01,0.01973840067244033,-0.02094977771161418,0.009513702210906212,0.041208918688653354
2011-04-01,0.021028837754040117,-0.021801930528161668,0.011325989776328562,0.04156310365327419
2011-05-01,0.016436767816086897,-0.021006202167104127,0.008583211493311621,0.03854175152263003
2011-06-01,0.02968231381685811,-0.026616869156388005,0.021745137009925662,0.03906716422935911
2011-07-01,0.02215705887829684,-0.023491498387969306,0.018066603364407924,0.03683095786671728
2011-08-01,0.02299997606326695,-0.021886154636595868,0.01687033437599112,0.03638843673697489
2011-09-01,0.0014113623591898612,-0.02610465399411081,0.001354265323241276,0.036871361215165724
2011-10-01,-0.007137259654479857,-0.025008363201500187,-0.0025549540004809,0.03663458898338518
2011-11-01,-0.010313968275236934,-0.024951549151299508,-0.004757992231946541,0.03781762144713301
2011-12-01,-0.016291689373347698,-0.024961335409152713,-0.00496257446082496,0.033381655061376546
2012-01-01,-0.018554825142002098,-0.023573733443148157,-0.007237800141604344,0.03508198331579352
2012-02-01,-0.012796840569979848,-0.025719084930579086,-0.0016087945387637768,0.03691851145284731
2012-03-01,-0.007532094923335021,-0.020894473548190597,0.010677862088780517,0.03874829603629222
2012-04-01,0.0047367188133518034,-0.009910613645981562,0.01425754920402615,0.03849309118924919
2012-05-01,0.0042304834473603685,-0.011257156817378287,0.01076851248941499,0.04018343073777673
2012-06-01,-0.008443145837294955,-0.01001372668196956,0.006445887695197993,0.04149388676354287
2012-07-01,-0.004273933891384684,-0.002481488320481626,-0.007035720951608063,0.04141254942234837
2012-08-01,-0.007043719170658275,-0.0022046943609394976,-0.0014734493981544746,0.04167180438017744
2012-09-01,-0.011994463458731718,-0.00783100477540849,0.010568003017793103,0.04245603325774085
2012-10-01,-0.012949737434157055,-0.007261671221536164,0.012586816319882269,0.04341028390763306
2012-11-01,-0.009663302404779537,-0.00926878378954693,0.004318189610224517,0.044767538606903245
2012-12-01,-0.00017656716619759115,-0.008858979763347064,-0.007091198789986566,0.0453132646197071
2013-01-01,0.001450771747635947,-0.008640045071591522,-0.00902589990411403,0.046234257877966506
2013-02-01,-0.0018193849196397058,-0.007397253506247002,-0.004567556234677279,0.047454841689922235
2013-03-01,-0.001289123618966175,-0.00874144133499708,-0.007294793163031403,0.04911781008214779
2013-04-01,-0.000637061598849774,-0.012394200199775203,-0.0022082812170227248,0.05066496760357367
2013-05-01,-0.001060912985839713,-0.012873612843545396,-0.003962460777319536,0.052500154172060554
2013-06-01,0.0044735374335494234,-0.01498152644020474,0.0013384677477386083,0.05351332648862117
2013-07-01,0.0029538511048592475,-0.016879068754944205,-0.000907623770166897,0.05446765344312837
2013-08-01,0.0034405586844560325,-0.01494482444859504,0.00083014917094415,0.055265760924085576
2013-09-01,-0.0016532680282402238,-0.018778995592980803,-0.002660181923064198,0.05548083641341922
2013-10-01,-0.002486747451443186,-0.018849419931859943,-0.003282155837180907,0.056706387232306
2013-11-01,-0.0015324071400661643,-0.0172177160985585,-0.0015442482472526385,0.05809432294905464
2013-12-01,-0.0032321726340483704,-0.013798174806430337,0.004406773110974858,0.059533315208627244
2014-01-01,-0.0031774877226169503,-0.014539182321540976,0.0036956786100060786,0.060681573621757086
2014-02-01,-0.003012822429055541,-0.012804827754150861,0.00480125835989456,0.0612992952166766
2014-03-01,-0.004714675797984535,-0.011082305750137827,0.002605925242793768,0.062202707212940855
2014-04-01,-0.005082985059830775,-0.011295142417569017,0.002104495593899253,0.06399765928213308
2014-05-01,-0.006398768664407398,-0.010249206821741231,0.0003480793795337337,0.06534168080371938
2014-06-01,-0.005921991209693004,-0.006579349452968737,0.0025566347762856984,0.06584412838264155
2014-07-01,-0.0049970521979439565,-0.003476420908578528,0.004071157113385076,0.06622856241893849
2014-08-01,-0.0018980443437005435,-0.0009021108606339944,0.008287053311768449,0.06803139380397799
2014-09-01,-0.003601494165410409,-0.011115102084969016,0.004052692764652917,0.06818733354564903
2014-10-01,-0.003921682116269944,-0.009482293157759673,0.004914371535483152,0.06835979990195337
2014-11-01,-0.005268035345589528,-0.009810522791586021,0.003541184836163342,0.07009537757947353
2014-12-01,-0.0014027552750500573,-0.005805306129025589,0.0048892431840443515,0.07046500304622684
2015-01-01,-7.74537516489242e-05,-0.005216198840495171,0.005426016017439254,0.07148774527728825
2015-02-01,-0.00321163786245325,-0.0060366741796106455,0.004629077432130433,0.07197650954139859
2015-03-01,0.0016905699827437434,-0.002847438312345703,0.003838346521606616,0.06895893903580781
2015-04-01,0.0030738354074765373,-0.0026550439825734047,0.003977406261602328,0.06910023723302258
2015-05-01,0.004872193436944464,-0.001765075561568566,0.0039668328954313966,0.06942711604626307
2015-06-01,0.014052754940565834,-0.007809714012220812,0.004959135713215288,0.06419798976515405
2015-07-01,0.021894371796588194,-0.010383623787180433,0.005870231702886374,0.06406667991551981
2015-08-01,0.014845653399119672,-0.014075428353490505,0.006800539957370126,0.06457059867418666
2015-09-01,0.001145072030225425,-0.0031727539145919286,0.005052611952450242,0.06213058545596635
2015-10-01,-0.007396285909486693,-0.002511388766308087,0.006955408151341117,0.0619784068475774
2015-11-01,0.013138640141317309,-0.012742426183137527,0.006950414082582062,0.06213558820958319
2015-12-01,0.019878872089206537,-0.019898898152036847,0.008270040662733236,0.06089714995528224
2016-01-01,0.009512495948114475,-0.022428414815144317,0.008719986930061076,0.0624195948811595
2016-02-01,-0.007895753852689005,-0.012150023358190308,0.006887118896572163,0.06336151332446871
2016-03-01,-0.010092604512185594,-0.011135391528394828,0.007288833913986664,0.06398798689619663
2016-04-01,-0.002033203708541603,-0.017242764544530796,0.007935818547204225,0.06482925367296911
2016-05-01,-0.00227270499203327,-0.017048138826838685,0.007862899247126407,0.06600031842482348
2016-06-01,-0.0037794399597673844,-0.018936976688999328,0.008113835202198896,0.06592301106879693
2016-07-01,-0.002340966544113493,-0.019946921457579224,0.008852401532480887,0.06738055157104281
2016-08-01,-0.00037358091485120226,-0.028865426396643773,0.013621241426227773,0.06187853162411115
2016-09-01,0.00044942616028497415,-0.028670493285663512,0.013742443914402108,0.0637177398907364
2016-10-01,-0.006254391084076498,-0.030566986846068938,0.01560826312996317,0.06489794646755206
2016-11-01,-0.00982481825940883,-0.030102570782145455,0.01569864939273246,0.06666981898920213
2016-12-01,-0.010671969874450439,-0.031052592954906394,0.015849427738483312,0.06671613688624628
2017-01-01,-0.009905302173471731,-0.03253290411798004,0.016911790901215747,0.06640196057012379
2017-02-01,-0.008947008171444719,-0.03371200803320783,0.01809068622146154,0.06741192104344745
2017-03-01,-0.0084819325857592,-0.032602811813480896,0.02045024564834524,0.06679212657046632
2017-04-01,-0.007549999448778226,-0.03086215644970646,0.021259057550672204,0.06676336906243244
2017-05-01,-0.00830717538368301,-0.031654671596682914,0.02067052350647163,0.06815931679243381
2017-06-01,-0.007987355495047515,-0.03174584837973197,0.022071412304236267,0.06879488833568073
2017-07-01,-0.007491585190835105,-0.0314206742823926,0.02244354805891838,0.07058057576264892
2017-08-01,-0.008120051671030602,-0.03210845378819232,0.02266127184348766,0.0700339092538859
2017-09-01,-0.009718363804808396,-0.03251895207781016,0.02150082060038143,0.07200576406007636
2017-10-01,-0.011400067279216844,-0.02950213663107397,0.01695140748420737,0.07210538338331612
2017-11-01,-0.013368256394617705,-0.03092643400553003,0.015272222741582651,0.07387368644831928
2017-12-01,-0.012292933953792377,-0.034695097898935295,0.022043576444923017,0.07320677973341513
2018-01-01,-0.0072165146665791125,-0.033384764622962554,0.022741489712097825,0.07497320950445902
2018-02-01,0.0043284042916983635,-0.024334994883949933,0.020405816555652923,0.07551984479991627
2018-03-01,-0.000189300084224092,-0.023366451621872026,0.016953631426618557,0.07742685778916852
2018-04-01,-0.003488662423860535,-0.020502592809666292,0.01508258870657894,0.07863243166044658
2018-05-01,-0.008859146083516461,-0.022887244570610213,0.01827178299821621,0.07758910514631454
2018-06-01,-0.008632972785443317,-0.022132184256752393,0.01839872941253377,0.0752728469825049
2018-07-01,-0.008387722608005148,-0.021953402111420276,0.018732317772769323,0.07697245387789715
2018-08-01,9.743375779809604e-05,-0.013289009144833011,0.016499776469205106,0.07750060574678282
2018-09-01,0.008375313617944033,-0.015251468197787636,0.014359880415440451,0.07838766244161424
2018-10-01,0.014433913545977468,-0.018309478895446634,0.022771331184497656,0.07977853708239288
2018-11-01,0.007611456716318704,-0.020488975030335158,0.025864889778981184,0.08043527977794523
2018-12-01,-0.007103694113209221,-0.009294054116857716,0.031397325926942214,0.0792460547096919
2019-01-01,-0.02219402815246496,0.00278767821729543,0.03949678805201593,0.07737901650837797
2019-02-01,-0.025928334202847212,0.009466948871815489,0.038305773639321285,0.07537544698375652
2019-03-01,-0.011149997530782555,-0.0019848475970145434,0.030232402843747206,0.07487438027405427
2019-04-01,-0.006916190955426015,-0.0027920722882582736,0.026676987249159848,0.0742445289745582
2019-05-01,-0.007212675013547514,0.0014160644757797965,0.023424264629156324,0.06464235472711047
2019-06-01,-0.003962130532770327,-0.005947637791891831,0.020131155099589133,0.05913916341127949
2019-07-01,-0.004628382141024855,-0.004860403942282566,0.02139907019238843,0.05110594636830539
2019-08-01,-0.005946791868458243,-0.014331239253365814,0.018261324434851154,0.03586407962417141
2019-09-01,-0.012914761178920644,-0.009652861811936638,0.023499786327138554,0.03750251541045241
2019-10-01,-0.011957985707100103,-0.010014472908509825,0.022641338387032903,0.03867949862330306
2019-11-01,-0.014997966333437576,-0.008219499144857456,0.024308113960042062,0.0404741987638184
2019-12-01,-0.008725957619916024,-0.009058154501017986,0.015678323820776944,0.040398016750968185
2020-01-01,0.007188379033946354,-0.024521015258809696,0.002645287065984629,0.0422468096950946
2020-02-01,0.007944467543680925,-0.024578508630297233,0.0018396663945137838,0.04287408394946603
2020-03-01,0.0038676421077874796,-0.021708089779774235,0.0033322244693908196,0.04484524339295018
2020-04-01,-0.021762903442480407,-0.009348098416989803,0.014034714815298537,0.0467338465273753
2020-05-01,-0.020757602880464954,-0.009061187909280167,0.01227686726804415,0.045081918968637454
2020-06-01,-0.01651708970966146,0.002527582748245787,0.004829892801851448,0.032455666874246385
2020-07-01,-0.015923027064520787,0.005649346261417739,-0.008414249919033445,0.013629286055263878
2020-08-01,-0.016139519869901607,0.005536744174352141,-0.007183660863253914,0.01555229856049295
2020-09-01,-0.01614239214392242,0.0054334127661715,-0.005606365199759297,0.017372224415986164
2020-10-01,-0.01584690401222432,0.005472526387159084,-0.00753964494959438,0.019306066821094793
2020-11-01,-0.01574915127022701,0.00560002407665023,-0.007861207456062584,0.021268462903846232
2020-12-01,-0.01590333273212576,0.005445301647282687,-0.007064612753730656,0.023249625189708113
2021-01-01,-0.016216222767838604,0.005445594669434554,-0.005328274660586441,0.02519217096561578
2021-02-01,-0.015547800856580554,0.00598932237866695,-0.006698134282147525,0.027150257262746554
2021-03-01,-0.01590652205020611,0.00584496676367256,-0.006108067542654677,0.029104340675877114
2021-04-01,-0.015514456202403415,0.005751664663157294,-0.006843928264026841,0.03099534229832654
2021-05-01,-0.016321947899004624,0.0039638686443752,-0.005739293654006478,0.03212142131294707
2021-06-01,-0.016320218089983764,0.0020300185564538897,-0.007220091655846646,0.03011758180502495
